levelName,carW,carH,totalSeatCount,genSeatCount,genColorCount,seatArray
level_65,6,9,54,40,6,
level_66,6,9,54,40,6,
level_67,6,9,54,40,6,
level_68,6,9,54,40,6,
level_69,6,10,60,45,6,
level_70,6,10,60,45,6,
level_71,6,10,60,45,6,
level_72,6,10,60,45,6,
level_73,6,10,60,45,6,
level_74,6,10,60,45,6,
level_75,6,10,60,45,6,
level_76,6,10,60,45,6,
level_77,6,10,60,45,6,
level_78,6,10,60,46,6,
level_79,6,10,60,46,6,
level_80,6,10,60,46,6,
level_81,6,10,60,46,7,
level_82,6,10,60,46,7,
level_83,6,10,60,46,7,
level_84,6,10,60,46,7,
level_85,6,10,60,46,7,
level_86,7,10,70,50,7,
level_87,7,10,70,50,7,
level_88,7,10,70,50,7,
level_89,7,10,70,50,7,
level_90,7,10,70,50,7,
level_91,8,10,80,55,8,
level_92,8,10,80,55,8,
level_93,8,10,80,55,8,
level_94,8,10,80,55,8,
level_95,8,10,80,55,8,
level_96,8,10,80,60,8,
level_97,8,10,80,60,8,
level_98,8,10,80,60,8,
level_99,8,10,80,60,8,
level_100,8,10,80,60,8,
