levelName,carW,carH,totalSeatCount,genSeatCount,genColorCount,seatArray
level_43,6,8,48,32,4,6.8.5_3_0_0_0_0_0_4_0_2_4_4_4_2_0_2_0_0_3_0_0_5_4_2_3_0_5_4_3_4_5_0_5_2_2_3_4_0_5_5_4_5_0_0_2_3_5_4
level_44,6,8,48,32,5,6.8.6_5_0_0_0_0_0_2_0_4_2_3_0_2_0_0_3_0_5_3_0_3_4_4_0_4_0_2_5_5_3_4_0_2_4_5_4_0_0_5_2_2_0_0_5_5_3_3
level_45,6,8,48,32,5,6.8.3_3_2_0_6_0_5_4_3_2_4_0_3_6_5_5_6_0_5_5_3_5_2_0_3_5_3_0_0_0_6_5_4_3_0_0_6_6_0_0_0_0_0_0_0_0_6_4
level_46,6,8,48,36,5,6.8.3_4_3_0_0_0_5_2_2_0_5_4_6_6_2_0_6_6_6_5_6_0_4_2_5_5_0_0_2_6_5_0_0_4_5_2_2_0_6_2_6_6_0_0_2_4_4_2
level_47,6,8,48,36,5,6.8.6_5_6_5_2_0_5_5_5_5_6_0_5_4_5_6_6_0_6_6_6_6_5_0_2_5_5_3_6_0_5_5_2_6_6_0_0_0_0_0_0_0_0_6_3_6_3_6
level_48,6,8,48,30,5,6.8.2_6_2_2_2_0_6_2_4_0_4_0_3_2_6_0_0_0_2_0_0_0_2_6_2_0_0_2_0_2_0_0_2_2_2_3_3_0_3_6_6_2_0_0_0_2_2_4
level_49,6,8,48,30,5,6.8.5_0_3_4_0_0_2_6_0_0_0_3_6_6_0_4_5_6_2_0_0_3_5_2_6_0_5_2_0_0_4_0_6_6_2_6_0_0_6_0_2_6_0_2_2_2_0_6
level_50,6,9,54,30,5,6.9.5_6_0_3_0_0_0_4_0_0_0_0_4_4_0_0_2_0_0_6_0_4_0_6_0_5_0_2_4_0_0_0_0_3_3_4_0_5_4_4_5_6_0_2_5_0_4_5_0_5_5_2_2_4
level_51,6,9,54,30,5,6.9.5_3_0_0_0_0_3_6_6_0_0_0_3_4_0_0_0_6_2_0_0_0_6_2_0_0_2_6_3_3_6_0_2_0_3_4_2_0_4_5_3_0_0_0_5_0_3_6_0_0_2_6_3_6
level_52,6,9,54,35,5,6.9.4_6_2_0_0_0_2_0_0_0_2_0_4_2_0_4_3_2_5_2_0_2_3_0_5_5_0_5_4_2_2_6_0_6_2_0_2_3_0_2_2_5_5_0_0_4_4_5_0_0_0_3_6_2
level_53,6,9,54,35,5,6.9.0_6_6_3_3_0_4_5_6_0_0_0_3_2_0_0_6_6_4_0_0_0_5_6_0_0_2_4_5_2_0_4_2_4_0_3_0_2_6_3_2_0_0_6_4_4_2_3_0_0_2_3_5_5
level_54,6,9,54,35,5,6.9.3_0_0_0_0_0_2_3_2_0_6_5_4_3_0_0_6_4_2_4_0_4_6_2_6_4_0_5_4_0_5_0_0_0_6_2_5_0_5_2_4_3_0_0_5_2_3_5_0_0_4_6_6_3
level_55,6,9,54,35,5,6.9.6_3_6_2_3_0_5_4_3_3_0_0_5_3_3_6_6_0_2_0_0_0_0_0_0_0_3_5_2_4_0_0_0_2_5_2_0_6_6_0_6_0_0_6_2_3_6_6_0_5_6_5_5_2
level_56,6,9,54,40,5,6.9.3_4_5_5_0_0_5_3_3_5_0_6_4_4_4_0_0_3_4_4_4_0_4_4_6_3_0_0_4_4_6_2_0_5_3_3_3_0_0_4_3_5_3_0_3_5_4_4_0_0_3_5_4_3
level_57,6,9,54,40,5,6.9.6_4_4_5_0_0_6_0_0_0_0_4_6_0_2_6_6_3_4_0_6_3_6_2_2_0_6_2_5_2_6_0_4_4_3_5_5_0_4_3_6_2_0_0_4_4_2_5_0_2_6_3_2_4
level_58,6,9,54,40,5,6.9.4_4_3_2_2_0_2_2_6_3_2_0_6_6_4_2_0_0_6_4_2_0_0_2_0_0_0_0_4_3_0_6_4_6_2_4_0_3_3_5_5_3_0_6_2_6_2_2_0_4_4_2_6_6
level_59,6,9,54,40,5,6.9.2_0_0_0_0_0_6_0_6_6_3_4_2_0_4_5_5_2_5_0_6_4_4_5_2_0_4_3_2_6_2_0_3_2_2_5_3_0_4_4_2_4_4_0_5_2_5_5_0_0_2_5_3_2
level_60,6,9,54,40,5,6.9.3_2_6_6_4_0_4_4_3_0_0_0_3_3_5_0_2_5_5_2_6_0_4_6_5_6_2_0_2_4_2_4_4_0_6_2_5_6_3_0_6_2_4_0_0_0_5_6_0_0_3_5_2_5
level_61,6,9,54,40,6,6.9.4_2_0_5_4_0_5_0_4_7_7_0_4_7_0_7_3_0_2_7_0_6_2_0_6_6_6_2_7_0_7_5_2_2_4_0_7_7_0_0_0_0_0_0_0_2_2_4_0_6_3_6_5_7
level_62,6,9,54,40,6,6.9.0_0_0_0_0_0_0_7_4_7_0_7_0_6_7_6_5_0_0_5_4_2_6_7_0_6_5_4_3_6_0_7_6_4_2_4_0_5_7_5_4_0_0_4_7_0_5_3_0_6_5_2_7_7
level_63,6,9,54,40,6,6.9.4_7_5_5_0_0_6_6_6_0_0_0_5_7_2_7_0_7_2_2_2_4_0_5_6_7_2_0_0_6_2_6_4_5_0_5_6_4_2_5_0_7_5_6_0_4_0_6_0_0_0_0_0_2
level_64,6,9,54,40,6,6.9.0_5_2_7_0_0_5_0_7_3_6_0_5_7_7_2_3_0_7_4_6_0_0_0_7_5_6_0_5_3_7_3_3_0_5_0_6_2_3_0_3_2_7_4_0_0_5_4_0_0_0_4_4_7
level_65,6,9,54,40,6,6.9.5_4_4_5_6_0_5_2_4_5_0_0_7_2_3_3_0_0_4_5_0_0_0_0_3_4_0_4_7_7_5_3_0_5_5_4_7_0_0_4_7_3_0_5_0_6_7_4_0_0_0_4_4_4
level_66,6,9,54,40,6,6.9.2_6_4_5_5_0_5_4_0_2_4_0_5_2_7_6_6_0_2_0_3_2_4_0_6_6_4_0_0_0_3_2_0_0_3_3_7_7_0_3_0_0_5_5_0_2_5_2_0_0_0_6_2_2
level_67,6,9,54,40,6,6.9.2_7_3_7_3_0_4_0_6_7_4_0_7_3_3_6_0_0_2_4_4_0_0_3_2_2_0_0_0_6_7_4_0_4_2_3_3_0_0_0_6_3_6_0_6_0_2_6_0_0_3_4_6_7
level_68,6,9,54,40,6,6.9.6_2_0_6_3_0_3_4_6_6_5_0_6_2_3_7_3_0_2_0_6_2_7_0_3_7_3_7_3_0_2_6_6_2_2_0_6_2_0_0_0_0_0_0_0_3_2_2_0_0_0_5_2_6
level_69,6,10,60,45,6,6.10.2_6_4_5_6_0_4_0_3_7_6_0_0_5_2_5_2_0_6_5_2_3_0_0_7_2_2_0_0_6_3_6_0_0_4_5_7_6_0_0_6_4_5_0_0_3_2_7_0_0_3_2_4_3_0_3_4_4_4_6
level_70,6,10,60,45,6,6.10.5_6_0_4_3_0_2_7_4_0_0_0_2_2_6_0_0_2_4_3_0_0_2_4_5_0_0_2_6_5_7_0_4_6_7_2_6_0_6_4_5_7_6_0_2_0_6_6_5_0_5_7_3_2_0_0_5_3_2_2
level_71,6,10,60,45,6,6.10.7_2_3_0_0_0_0_3_7_0_5_7_5_5_5_0_4_0_6_2_4_0_7_3_5_3_2_0_4_6_5_7_6_0_7_4_7_2_0_0_7_3_7_4_0_0_7_2_2_0_0_5_6_6_0_0_5_3_5_4
level_72,6,10,60,45,6,6.10.5_5_5_5_3_0_7_3_4_5_5_0_4_0_2_0_0_0_3_7_4_0_0_4_3_5_6_0_6_7_5_2_0_0_3_6_3_3_5_0_2_2_2_4_0_0_4_3_7_5_0_6_6_4_0_0_0_7_3_4
level_73,6,10,60,45,6,6.10.0_4_2_3_0_0_5_4_0_0_0_6_0_7_0_5_7_5_5_3_0_4_5_6_5_0_0_7_7_4_4_0_3_6_2_4_2_0_6_2_7_4_3_0_0_4_4_4_6_0_5_5_2_4_0_0_3_6_5_2
level_74,6,10,60,45,6,6.10.4_5_7_2_2_0_2_3_6_4_0_0_3_4_2_0_0_6_2_2_0_0_3_2_0_3_2_0_2_3_3_4_6_0_6_5_3_7_0_0_6_6_7_6_5_0_2_4_0_0_0_0_4_7_0_2_2_7_6_6
level_75,6,10,60,45,6,6.10.7_3_7_5_4_0_5_6_3_4_7_0_4_4_5_2_2_0_4_7_3_7_4_0_0_2_4_0_2_0_4_4_4_4_5_0_2_5_2_0_0_0_3_5_7_0_3_6_4_5_7_0_3_5_0_0_0_0_2_0
level_76,6,10,60,45,6,6.10.4_6_3_4_2_0_0_2_4_4_3_0_2_6_6_0_0_0_6_0_0_0_4_7_5_0_4_3_4_4_0_0_4_3_7_5_0_0_6_5_2_4_0_6_2_7_2_3_0_0_3_5_2_5_0_6_5_4_3_6
level_77,6,10,60,45,6,6.10.2_7_0_0_0_0_4_0_0_7_2_2_5_0_6_6_4_4_4_0_3_6_2_0_0_0_3_4_7_0_0_6_5_2_2_6_0_3_3_7_4_6_0_4_2_2_3_6_0_6_3_3_6_7_0_6_3_6_0_3
level_78,6,10,60,46,6,6.10.6_4_5_0_0_0_7_0_0_0_5_4_6_0_7_7_7_6_5_0_6_5_2_4_2_0_2_4_4_6_4_0_7_4_6_5_0_0_0_6_4_0_5_0_7_7_7_3_0_0_5_7_6_4_0_6_2_6_4_5
level_79,6,10,60,46,6,6.10.3_2_7_6_0_0_2_5_7_3_4_0_5_2_3_6_3_0_6_4_4_6_3_0_6_0_0_0_0_0_2_0_5_4_4_0_0_0_7_2_4_0_0_2_2_6_3_6_0_7_3_5_5_5_0_2_3_4_3_3
level_80,6,10,60,46,6,6.10.6_6_5_0_0_0_0_3_2_6_0_7_2_2_3_3_0_7_5_2_2_0_0_2_5_7_2_0_6_7_2_6_3_0_6_7_4_3_2_0_6_6_0_0_0_0_3_7_0_6_0_2_2_5_0_2_2_5_7_7
level_81,6,10,60,46,7,6.10.4_2_7_8_5_0_7_4_5_6_3_0_4_6_4_5_5_0_5_7_0_0_0_0_4_0_0_5_8_6_5_0_6_7_3_4_0_0_5_0_4_2_0_6_6_3_7_0_0_6_3_4_2_2_0_4_4_2_5_0
level_82,6,10,60,46,7,6.10.8_4_8_8_5_0_8_7_8_7_0_0_0_5_6_6_0_7_4_2_4_6_0_6_0_7_7_8_0_7_0_7_5_0_0_3_3_5_2_0_2_2_5_5_6_0_4_7_5_6_5_0_8_4_0_0_0_0_4_5
level_83,6,10,60,46,7,6.10.7_6_5_2_0_0_3_3_7_0_0_7_2_2_4_0_2_5_0_3_4_0_5_5_0_0_0_0_5_6_0_2_5_3_7_5_0_7_0_2_8_3_0_6_5_3_5_8_0_0_2_4_8_6_0_3_8_2_8_3
level_84,6,10,60,46,7,6.10.4_2_0_3_6_0_0_0_5_7_5_0_4_5_8_5_0_0_2_0_0_0_0_5_8_0_8_7_5_3_0_0_5_7_6_5_0_7_3_8_4_5_0_6_5_6_7_5_0_7_3_2_4_7_0_8_8_6_5_8
level_85,6,10,60,46,7,6.10.7_0_0_0_0_0_8_7_0_3_3_6_4_4_0_5_5_3_6_0_0_6_0_4_4_0_4_5_2_5_6_0_7_7_8_8_2_0_7_0_4_3_7_0_7_2_6_4_0_0_8_5_3_2_0_4_6_5_6_5
level_86,7,10,70,50,7,7.10.3_0_3_4_6_0_0_4_8_2_8_5_0_4_6_7_3_0_0_0_4_3_8_3_0_3_7_6_2_6_7_0_2_0_6_5_8_5_0_3_2_5_3_7_7_0_2_6_5_8_8_0_0_7_2_3_2_5_0_0_4_0_6_0_0_0_8_5_8_0
level_87,7,10,70,50,7,7.10.3_5_7_5_0_0_0_5_0_3_0_0_2_5_3_5_3_0_2_8_4_8_8_7_0_0_7_2_2_0_0_0_7_2_0_5_0_8_4_2_5_8_0_0_7_6_3_5_7_0_3_3_4_4_3_7_0_7_0_7_4_7_8_0_2_2_4_4_8_0
level_88,7,10,70,50,7,7.10.6_0_0_4_5_2_0_3_2_8_7_5_5_0_5_6_4_6_0_0_0_7_7_3_7_7_0_4_6_4_3_7_0_0_4_3_4_3_5_0_4_6_3_5_0_0_0_3_2_6_0_0_7_8_5_7_0_0_0_7_7_6_2_0_4_2_3_0_3_2
level_89,7,10,70,50,7,7.10.6_0_8_4_0_0_0_7_2_7_7_0_4_5_0_0_0_0_0_6_4_0_2_3_6_0_7_6_0_4_3_3_8_5_2_0_0_8_2_5_3_5_0_0_5_8_3_3_7_0_5_7_7_4_6_7_0_4_7_7_4_5_6_0_6_3_4_0_3_3
level_90,7,10,70,50,7,7.10.2_8_3_3_0_0_0_2_4_4_0_0_7_7_2_7_4_0_0_5_3_2_8_7_0_8_2_4_3_7_7_0_4_0_5_7_0_0_0_5_8_2_6_7_0_0_8_8_8_2_8_0_0_7_2_6_0_0_0_3_2_8_8_0_3_3_4_2_7_3
level_91,8,10,80,55,8,8.10.7_0_5_9_6_0_2_0_8_7_6_9_2_9_0_0_8_2_7_8_0_0_0_9_7_4_2_7_0_0_0_3_9_8_9_8_0_0_2_6_7_5_0_0_0_5_8_0_3_0_9_0_0_9_0_8_2_5_0_0_4_3_6_0_6_5_4_0_0_0_0_6_0_0_0_0_9_8_7_7
level_92,8,10,80,55,8,8.10.6_7_0_0_4_2_0_0_7_0_2_5_4_0_0_6_4_8_7_5_2_0_6_9_7_4_8_6_9_0_6_4_0_6_0_3_8_0_6_0_0_4_2_9_0_0_8_5_7_7_4_0_0_5_0_5_0_0_0_5_0_0_0_4_2_4_9_0_0_0_3_5_0_0_0_0_8_3_6_7
level_93,8,10,80,55,8,8.10.6_0_7_6_7_3_0_0_3_2_0_3_2_6_0_0_6_8_4_5_5_0_0_0_2_4_6_4_7_0_3_2_4_8_0_4_3_0_6_7_4_0_0_8_0_0_6_8_4_0_0_0_0_0_4_0_2_5_2_0_0_0_0_5_9_4_6_0_7_2_3_5_0_0_0_0_7_3_7_0
level_94,8,10,80,55,8,8.10.0_6_8_7_7_0_0_0_0_7_9_9_0_0_7_2_8_8_0_2_9_0_8_0_6_6_0_5_3_0_6_7_5_9_0_9_0_0_6_5_8_0_0_8_3_0_7_0_0_0_0_0_0_0_8_7_0_0_0_0_0_3_7_4_0_5_7_8_7_9_2_2_0_2_7_2_2_6_6_7
level_95,8,10,80,55,8,8.10.8_5_8_6_4_2_9_0_7_0_0_4_4_0_0_0_5_6_7_2_0_0_0_0_6_3_8_0_0_0_5_2_0_5_9_0_0_9_3_0_0_7_9_0_6_0_7_7_5_3_0_0_2_7_3_3_0_3_7_0_9_6_6_5_0_0_0_0_0_8_0_6_0_6_9_0_7_5_9_2
level_96,8,10,80,60,8,8.10.5_6_0_0_0_0_0_0_5_3_6_0_6_6_8_6_0_0_6_0_9_0_7_7_7_6_9_0_5_8_7_2_2_4_5_0_9_5_8_0_2_3_0_0_6_2_3_9_5_4_0_4_9_4_3_2_8_6_0_8_0_0_7_5_7_7_0_6_2_9_3_2_0_0_0_6_2_3_5_8
level_97,8,10,80,60,8,8.10.5_7_5_2_2_0_0_0_7_6_0_9_0_0_5_5_9_6_2_7_0_2_3_9_5_6_9_0_0_8_4_3_8_0_2_0_2_3_4_7_7_3_0_0_5_2_7_2_5_0_7_0_0_9_3_5_9_5_8_0_7_8_5_0_2_2_6_0_9_5_7_3_0_0_0_0_8_0_9_6
level_98,8,10,80,60,8,8.10.8_8_9_6_3_0_7_0_9_2_0_9_4_7_3_0_5_3_8_0_5_7_7_0_9_3_8_7_7_6_4_0_5_9_8_0_2_8_0_0_7_7_4_5_0_6_5_0_7_5_5_5_7_0_0_0_8_0_0_0_0_0_0_6_0_0_5_3_3_4_2_5_0_7_7_2_8_7_8_3
level_99,8,10,80,60,8,8.10.5_4_3_9_2_8_0_0_0_8_2_4_0_0_0_7_8_5_0_4_0_2_9_7_4_0_2_8_0_4_3_2_2_8_9_0_0_8_5_9_8_2_0_0_3_3_2_3_8_3_0_7_9_0_0_9_8_0_0_8_9_9_0_8_8_0_8_7_4_7_4_2_0_0_0_2_3_8_5_2
level_100,8,10,80,60,8,8.10.0_4_8_9_9_7_5_0_5_0_9_6_4_8_2_0_2_6_6_8_9_0_0_0_4_4_8_8_4_0_7_2_2_0_5_2_0_0_0_7_8_8_2_7_3_0_2_8_9_0_0_0_0_0_8_6_2_0_0_7_5_5_5_0_6_0_3_4_2_3_8_5_0_0_3_3_4_5_5_4
