levelName,carW,carH,totalSeatCount,genSeatCount,genColorCount,seatArray
level_36,6,8,48,24,4,6.8.2_2_0_2_0_0_0_2_3_0_0_4_3_0_3_2_0_0_3_4_2_0_0_5_0_4_5_0_0_0_2_4_2_4_0_0_2_3_0_4_0_2_0_0_0_0_0_2
level_37,6,8,48,24,4,6.8.5_0_0_3_0_0_3_0_5_0_0_2_2_5_0_0_0_0_0_2_3_0_2_4_2_2_2_0_3_4_0_2_0_0_3_3_4_3_2_0_0_0_0_0_0_0_4_3
level_38,6,8,48,24,4,6.8.4_4_0_5_0_0_2_0_2_0_0_0_0_0_0_0_2_0_5_3_0_0_0_4_0_0_0_0_2_5_5_0_5_5_3_4_2_0_4_5_4_3_0_0_0_5_4_3
level_39,6,8,48,32,4,6.8.3_5_3_4_0_0_3_2_4_0_0_2_2_3_2_0_3_0_2_3_0_0_4_2_5_3_4_0_2_0_2_2_3_0_3_2_2_2_3_0_5_2_0_0_0_0_4_5
level_40,6,8,48,32,4,6.8.2_4_5_0_5_0_4_2_5_3_5_0_3_2_4_2_4_0_2_2_3_4_5_0_4_3_0_2_4_0_4_5_0_4_0_0_0_0_0_0_0_4_0_4_4_2_2_5
level_41,6,8,48,32,4,6.8.5_5_2_2_0_0_3_0_2_0_0_5_4_3_3_0_2_0_3_3_2_0_4_5_5_3_3_0_3_4_2_2_0_0_2_4_0_0_0_5_3_4_0_3_3_5_0_3
level_42,6,9,54,32,4,6.9.2_2_0_3_0_0_2_0_2_0_0_0_5_5_2_0_0_2_0_2_3_0_2_2_3_5_2_0_0_4_4_0_3_0_2_3_2_2_0_0_2_4_3_0_0_0_5_2_0_0_3_4_5_5
level_43,6,9,54,32,4,6.9.4_2_2_0_0_0_0_5_2_0_5_0_0_0_0_0_4_0_2_4_0_5_0_3_4_5_0_0_5_4_2_4_0_3_4_3_4_4_0_0_5_4_4_0_0_4_4_2_0_0_3_4_4_5
level_44,6,9,54,32,4,6.9.5_5_2_4_0_0_2_0_3_0_0_5_0_4_0_0_2_0_5_4_0_0_2_4_0_0_0_0_5_4_0_2_4_0_0_5_0_2_4_4_5_3_0_2_4_2_5_2_0_4_0_5_5_5
level_45,6,9,54,32,4,6.9.0_0_0_0_0_0_4_0_0_3_3_0_0_0_4_5_3_0_2_0_0_2_4_3_0_0_4_5_5_2_0_2_2_2_2_5_0_5_2_2_0_4_0_3_2_3_4_0_0_2_2_5_4_5
level_46,6,9,54,36,4,6.9.4_3_3_3_3_0_3_2_2_0_0_0_3_4_3_0_3_0_3_0_3_0_2_3_0_2_5_0_5_3_5_2_3_0_2_4_4_4_5_0_4_2_0_4_5_0_2_2_0_0_0_0_5_3
level_47,6,9,54,36,4,6.9.5_3_2_0_0_0_4_3_4_0_2_3_5_5_4_0_5_0_4_3_5_0_4_4_0_2_0_0_3_4_2_0_0_3_2_3_5_0_4_5_0_2_5_0_3_3_4_0_0_0_5_4_5_5
level_48,6,10,60,30,4,6.10.2_0_5_0_0_0_2_2_3_4_0_0_3_0_0_3_0_0_0_0_0_0_0_0_0_0_0_2_4_4_0_0_0_2_5_4_0_4_0_0_3_2_0_0_4_3_4_0_0_5_2_0_3_3_0_0_4_3_4_4
level_49,6,10,60,30,4,6.10.4_0_2_2_3_0_2_0_0_0_0_0_2_4_0_2_0_0_5_0_0_0_0_3_2_4_2_0_0_0_4_3_0_0_4_3_0_2_0_5_0_0_0_0_0_2_4_0_0_5_4_2_0_0_0_4_0_2_3_4
level_50,6,10,60,30,4,6.10.4_0_0_0_4_0_4_3_3_0_2_0_0_3_2_0_2_0_0_5_5_0_4_0_4_0_0_4_5_0_0_2_5_2_3_0_0_0_3_0_2_0_0_5_3_0_0_0_0_0_0_0_5_4_0_0_2_3_2_0
level_51,6,10,60,30,5,6.10.0_3_2_0_0_0_5_4_5_2_0_0_2_5_2_0_0_2_0_0_0_0_5_4_2_6_0_5_0_4_4_0_0_0_5_2_4_4_0_0_2_0_0_0_0_3_4_6_0_3_0_0_2_2_0_0_0_2_3_0
level_52,6,10,60,35,5,6.10.5_3_2_0_0_0_0_6_3_2_0_4_5_2_5_3_0_6_6_0_3_0_0_3_0_3_5_0_2_6_4_3_3_0_0_2_5_0_3_0_5_0_0_6_6_0_5_0_0_0_0_0_6_6_0_3_3_3_6_0
level_53,6,10,60,35,5,6.10.0_4_6_0_5_0_6_6_6_2_5_0_6_5_6_4_3_0_6_6_3_0_4_0_0_0_6_0_0_0_4_0_2_0_0_4_3_6_4_0_5_5_0_0_0_0_4_5_0_3_0_4_2_5_0_0_5_0_3_3
level_54,6,10,60,35,5,6.10.4_6_6_0_0_0_4_4_6_0_5_4_5_5_5_0_4_2_0_0_0_0_5_0_0_4_4_0_6_2_0_2_6_5_0_3_0_5_2_4_4_0_0_5_0_2_0_5_0_2_4_0_2_0_0_0_4_0_2_2
level_55,6,10,60,35,5,6.10.3_4_3_6_3_0_0_3_5_0_0_0_2_4_5_0_6_0_5_5_4_0_0_0_4_3_2_6_2_0_0_3_0_6_4_0_5_4_0_4_4_0_5_3_5_0_0_0_0_0_0_0_6_5_0_5_2_0_2_6
level_56,7,11,77,38,5,7.11.0_0_0_4_0_0_0_6_3_6_6_0_0_5_5_2_2_0_0_0_4_5_0_6_0_0_0_6_2_0_0_6_0_0_5_4_2_6_0_0_0_2_0_6_0_0_0_2_2_0_2_0_0_5_0_0_2_5_4_0_6_5_0_0_0_2_0_0_0_2_0_0_0_0_4_5_5
level_57,7,11,77,38,5,7.11.2_0_4_0_5_0_0_2_0_5_4_4_0_0_4_4_5_3_0_0_0_0_0_0_0_0_3_6_4_4_0_0_0_5_4_3_0_0_5_2_2_0_4_0_0_3_0_2_3_0_0_0_2_0_0_0_5_0_0_5_2_0_3_0_0_0_0_0_0_4_0_0_6_0_6_3_2
level_58,7,11,77,38,5,7.11.4_0_6_0_0_6_0_4_6_0_0_6_0_0_5_0_3_3_6_0_0_0_6_6_0_3_0_3_0_3_4_0_0_0_3_0_6_0_0_0_3_0_0_0_0_2_2_4_3_5_3_0_0_0_0_2_0_3_0_0_4_5_5_6_0_0_0_0_0_0_0_0_0_5_6_2_2
level_59,7,11,77,38,5,7.11.0_0_0_3_0_0_0_0_3_2_0_0_0_0_0_0_0_0_5_2_0_2_0_0_4_5_3_2_0_0_0_2_5_3_3_4_0_5_3_5_0_3_4_0_0_0_4_4_6_4_0_4_0_0_4_0_0_0_3_5_4_0_0_2_0_2_2_3_0_0_0_0_0_5_0_0_4
level_60,7,11,77,38,5,7.11.5_0_3_3_0_0_0_3_0_5_0_0_0_5_6_0_0_0_0_5_6_6_0_6_0_5_0_5_3_0_5_0_6_0_5_6_0_0_0_5_0_0_3_0_0_0_6_0_5_6_0_3_0_0_5_6_6_0_4_6_6_5_0_0_0_0_0_0_0_3_0_0_5_0_0_5_2
level_61,7,11,77,38,6,7.11.3_7_5_6_0_0_0_0_2_0_6_0_0_0_6_0_7_0_0_4_0_6_7_5_0_0_0_4_7_0_2_0_3_0_7_7_4_0_0_3_4_0_2_0_0_0_2_0_5_2_6_0_0_0_4_0_0_0_0_2_3_0_0_0_0_4_3_7_0_0_0_0_3_2_0_4_4
level_62,7,11,77,38,6,7.11.2_3_2_4_0_0_0_2_6_0_0_0_0_2_2_0_0_0_5_3_0_7_0_0_3_4_0_5_0_0_0_0_7_0_4_0_2_0_7_0_4_4_4_7_0_6_3_2_0_0_5_0_6_6_0_0_0_0_0_3_0_5_0_0_0_0_6_2_3_0_0_2_0_0_3_4_0
level_63,7,11,77,38,6,7.11.0_3_0_0_7_3_0_0_4_3_0_0_0_0_4_4_6_0_0_0_2_0_5_4_0_7_3_0_3_2_5_0_7_4_0_0_0_4_0_4_2_0_3_0_3_0_5_0_0_0_0_0_0_0_4_0_0_5_0_2_0_7_0_0_7_3_5_4_0_0_0_0_5_0_2_5_2
level_64,7,11,77,38,6,7.11.0_0_0_0_0_7_0_5_0_2_2_2_6_0_0_3_0_5_0_0_0_7_0_2_0_0_0_3_2_6_4_0_0_4_4_5_6_5_0_6_6_6_2_6_0_0_0_2_0_0_0_0_0_0_2_0_4_2_0_0_7_2_7_3_0_0_0_0_7_7_0_0_2_0_2_0_0
level_65,7,11,77,38,6,7.11.5_0_6_0_0_0_0_3_3_0_6_0_0_0_3_6_3_0_0_0_7_3_7_7_0_3_7_2_6_0_0_0_0_6_0_0_0_0_7_2_2_2_0_5_0_0_0_4_0_4_7_0_3_4_5_0_7_0_0_0_0_0_0_4_0_0_6_0_2_6_0_0_0_6_0_3_6
level_66,7,11,77,38,6,7.11.7_2_5_0_0_0_0_0_0_0_0_4_0_0_0_0_4_3_4_0_0_3_0_6_5_0_0_5_0_6_7_0_3_0_7_0_6_5_2_0_0_4_3_3_4_5_0_0_4_5_4_0_0_0_0_0_3_0_4_0_6_6_5_0_0_0_0_0_0_5_0_0_7_0_7_4_4
level_67,7,11,77,38,6,7.11.7_5_0_3_0_0_0_0_0_4_2_3_0_2_2_2_6_0_0_0_0_0_7_2_0_2_0_2_0_7_3_7_7_0_0_0_0_3_3_7_0_0_4_0_0_0_0_0_0_0_0_0_0_0_0_3_0_6_0_6_4_2_0_0_2_4_2_7_0_6_0_5_0_3_7_0_3
level_68,7,11,77,42,6,7.11.2_0_7_4_0_0_0_0_7_3_2_5_0_0_4_5_3_0_0_0_0_5_5_5_6_0_0_5_7_2_3_0_0_6_5_0_0_0_0_0_6_0_3_0_5_6_0_4_6_2_0_4_6_0_5_2_7_4_5_0_0_5_3_7_0_0_0_0_5_6_0_0_0_0_4_4_3
level_69,7,11,77,42,6,7.11.0_4_0_0_4_3_0_4_3_4_4_2_3_0_4_0_3_7_0_2_0_0_4_2_3_3_0_0_5_0_0_6_7_0_0_0_6_0_0_0_0_3_3_4_7_0_4_6_6_7_2_0_0_0_2_7_0_7_3_0_0_4_0_0_0_0_0_6_7_0_0_7_4_6_3_0_6
level_70,7,11,77,42,6,7.11.4_3_7_6_5_3_0_2_0_4_0_3_3_0_7_0_0_4_0_0_0_0_0_7_6_2_6_0_3_0_6_0_0_7_0_6_6_0_4_0_0_0_5_0_3_0_0_0_3_0_4_7_7_5_0_3_6_2_0_0_0_0_4_6_4_0_6_0_3_3_0_0_0_3_7_7_2
level_71,7,11,77,42,6,7.11.2_7_6_3_0_0_0_7_5_0_0_0_7_0_4_7_0_0_4_3_6_7_0_0_2_6_5_4_0_0_0_3_0_2_3_0_0_0_3_5_0_2_4_3_0_6_0_7_5_2_0_0_0_3_4_0_2_0_0_3_6_6_0_0_0_2_0_5_3_0_0_0_6_7_0_3_2
level_72,7,11,77,42,6,7.11.3_6_6_2_2_0_0_6_3_0_0_5_0_0_0_2_0_0_3_0_5_2_0_3_0_3_0_6_2_5_0_0_0_0_3_4_6_0_0_7_4_7_2_4_0_0_6_0_0_7_0_0_0_5_4_0_0_0_7_0_5_2_0_0_7_2_0_4_3_7_0_0_6_7_6_2_5
level_73,7,11,77,42,6,7.11.0_0_5_6_6_0_0_3_5_6_7_0_4_0_7_0_0_0_0_2_0_0_0_7_7_7_3_0_2_7_7_2_3_3_0_6_4_0_7_2_0_0_7_5_3_3_0_0_7_2_5_7_0_0_0_0_0_7_0_5_0_3_5_0_3_2_0_0_7_4_0_0_0_0_4_0_2
level_74,7,11,77,42,6,7.11.7_4_5_0_3_0_0_4_4_6_7_0_7_0_5_0_5_4_3_4_0_5_6_0_0_0_2_0_3_2_6_4_3_0_0_3_0_7_5_0_0_0_0_0_0_0_0_0_0_0_0_0_0_2_0_7_0_0_0_6_2_4_5_0_4_5_7_7_5_0_0_6_2_3_2_3_6
level_75,7,11,77,42,6,7.11.2_3_0_0_0_0_0_0_0_0_0_2_0_4_0_0_2_0_7_5_2_0_6_5_7_0_0_7_0_2_5_0_4_6_6_0_6_5_2_6_0_7_0_3_5_0_5_0_0_0_0_6_4_6_0_0_0_5_2_0_3_3_4_0_0_6_7_5_5_6_0_5_2_2_0_0_4
level_76,7,11,77,42,6,7.11.2_0_6_0_0_4_0_2_0_4_3_0_7_0_4_0_0_0_0_0_0_0_7_4_0_7_7_5_0_0_6_0_6_0_0_3_7_0_0_5_2_3_5_5_0_0_4_7_0_3_5_0_3_4_3_4_4_0_0_4_7_0_6_0_7_0_0_5_3_2_0_0_0_5_2_4_5
level_77,7,13,91,45,6,7.13.0_5_0_5_0_0_0_5_6_6_0_0_6_3_0_5_6_0_0_0_0_7_0_0_0_7_0_6_7_0_0_0_6_0_6_2_0_0_6_5_5_6_0_0_6_7_0_6_0_4_0_0_0_0_0_0_5_0_5_6_5_7_6_4_0_6_0_2_0_6_0_0_3_0_4_0_7_0_0_2_0_0_2_0_0_0_0_0_6_5_2
level_78,7,13,91,45,6,7.13.6_0_5_0_2_0_0_7_0_0_0_0_0_0_0_0_7_0_0_2_7_6_0_7_5_6_3_6_6_0_0_0_0_0_0_0_0_0_5_0_6_4_6_0_2_5_0_0_0_0_0_0_7_3_7_0_0_0_4_3_6_0_3_7_0_3_7_0_2_0_0_0_3_4_3_5_0_0_2_0_5_7_0_0_0_3_4_0_7_2_0
level_79,7,13,91,45,6,7.13.0_0_0_0_0_0_0_5_0_0_0_0_6_0_5_4_7_0_0_3_4_7_0_0_0_0_4_2_7_7_5_0_3_5_0_7_2_0_0_0_0_7_5_0_0_0_0_7_2_0_0_7_0_3_0_0_0_0_5_0_0_0_5_0_0_0_0_2_4_2_0_0_3_5_3_7_2_0_2_6_7_5_0_0_0_6_6_0_4_7_2
level_80,7,13,91,45,6,7.13.0_5_2_5_0_0_0_0_0_0_7_0_0_5_2_2_4_5_0_0_0_4_0_0_7_5_0_0_0_4_0_0_0_0_0_2_3_3_7_0_6_7_2_0_0_0_0_0_4_0_0_4_0_5_3_7_7_0_4_0_4_4_3_5_0_2_5_0_0_0_3_0_0_5_4_0_0_4_0_0_0_4_2_0_0_0_5_0_3_2_0
level_81,7,13,91,45,7,7.13.5_2_0_7_0_3_0_2_3_8_0_7_8_0_2_8_0_0_0_4_0_4_0_0_0_0_0_0_5_5_0_0_5_2_2_8_3_0_0_8_0_5_5_0_0_7_0_0_2_5_0_0_0_5_0_0_4_0_2_0_5_0_0_4_0_0_0_2_4_4_0_0_0_3_8_0_4_3_0_0_0_2_0_4_0_0_3_0_0_0_3
level_82,7,13,91,45,7,7.13.3_0_4_2_0_0_0_8_5_0_0_0_0_0_0_0_0_0_5_4_0_2_0_0_6_0_0_5_0_0_0_0_3_5_5_3_0_0_7_7_4_0_0_0_0_8_8_5_0_0_3_3_5_8_0_0_0_0_4_0_0_0_6_0_8_0_0_5_2_6_0_4_0_3_3_0_0_0_0_3_3_2_7_7_0_0_3_7_2_0_5
level_83,7,13,91,45,7,7.13.4_2_0_0_8_0_0_5_4_0_6_0_3_0_0_4_3_0_3_3_0_6_4_0_7_5_4_0_0_3_6_0_0_0_0_5_8_0_0_4_0_4_3_0_0_0_4_0_2_0_0_0_0_0_0_8_0_6_5_0_0_0_3_0_0_0_2_0_0_6_0_0_6_0_4_6_2_0_6_3_2_6_7_0_0_0_4_0_0_5_0
level_84,7,13,91,50,7,7.13.5_8_0_3_3_0_0_2_5_5_4_6_0_4_2_0_7_8_0_0_0_0_3_0_2_2_0_8_7_0_0_0_0_0_7_0_6_0_0_5_0_6_0_0_0_8_8_0_5_0_5_2_6_8_0_0_0_3_5_8_7_7_0_0_5_6_8_0_7_3_0_5_7_0_0_0_7_0_7_0_5_0_0_0_0_6_3_2_2_3_0
level_85,7,13,91,50,7,7.13.5_0_6_4_0_0_0_3_0_0_8_4_5_0_5_7_8_2_5_0_0_4_0_0_2_2_2_0_2_4_7_2_8_0_0_0_0_2_3_6_0_3_2_0_5_0_3_0_0_3_3_0_8_0_0_5_0_0_0_0_0_4_3_7_0_0_0_4_0_4_0_0_8_4_0_4_8_5_0_0_6_2_7_4_0_0_3_0_7_3_0
level_86,7,13,91,50,7,7.13.0_2_0_0_0_0_0_0_0_3_0_0_4_0_0_8_5_0_0_3_3_6_0_3_0_0_4_8_3_6_7_0_0_8_5_8_0_2_0_8_2_7_2_8_5_0_0_6_2_4_0_7_0_3_3_5_0_2_8_0_0_0_0_3_4_0_0_7_0_0_5_3_0_0_8_2_6_0_0_0_0_3_6_3_0_8_5_5_0_5_4
level_87,7,13,91,50,7,7.13.0_0_0_8_3_6_0_3_0_3_8_4_3_0_0_0_7_4_0_4_0_2_7_0_0_0_0_0_0_8_0_7_2_0_8_0_0_0_3_5_4_0_5_0_8_6_5_4_0_3_0_0_7_4_0_7_8_0_5_5_3_3_0_0_0_0_6_4_0_2_0_0_0_2_6_6_6_5_0_0_2_5_0_0_0_0_3_4_8_4_7
level_88,7,13,91,50,7,7.13.0_4_8_0_3_0_0_0_2_0_8_5_5_0_6_2_0_5_0_4_0_2_3_6_0_0_5_0_5_4_5_4_0_2_0_5_3_2_0_0_0_0_2_2_0_6_0_0_0_5_6_6_4_0_7_0_7_0_0_0_0_0_7_6_3_0_0_3_5_6_0_7_0_5_7_0_0_0_5_0_3_7_0_2_0_0_0_7_5_6_3
level_89,7,13,91,50,7,7.13.8_8_0_0_3_0_0_4_2_2_0_0_0_4_8_0_7_0_7_0_8_8_0_0_2_0_0_4_0_0_0_0_0_6_3_0_0_0_0_4_5_6_0_0_8_6_3_2_4_0_8_3_0_7_6_8_0_4_0_0_6_8_0_0_5_4_6_0_3_4_0_6_0_8_3_0_2_0_3_4_8_6_8_0_0_0_0_6_0_8_2
level_90,7,13,91,50,7,7.13.0_2_8_0_0_6_0_6_0_0_3_0_0_0_0_0_3_7_0_4_0_0_4_0_8_0_7_7_0_6_2_2_0_0_7_4_4_3_6_0_6_0_8_8_0_0_0_0_0_4_2_0_0_7_0_3_4_8_0_0_4_8_3_4_3_0_2_2_8_6_0_0_0_7_0_8_7_0_0_0_7_7_4_7_0_2_0_0_7_2_7
level_91,8,15,120,60,7,8.15.3_3_7_0_0_0_0_0_0_0_0_0_0_4_0_5_8_6_6_0_4_6_0_2_5_0_7_0_7_0_0_6_6_6_3_0_2_0_2_0_7_0_0_0_0_0_8_0_7_4_0_5_5_0_0_2_4_0_0_7_7_3_0_0_0_0_5_0_3_6_2_7_5_0_0_0_0_6_0_6_0_0_0_0_6_5_6_2_0_0_0_4_0_0_2_0_0_0_4_6_0_0_3_8_0_8_5_0_7_0_0_2_0_0_4_8_0_0_0_3
level_92,8,15,120,60,7,8.15.5_0_6_0_0_0_3_0_4_4_5_7_4_0_0_0_0_0_5_5_0_6_0_0_0_0_0_4_0_5_0_0_6_0_0_0_0_0_0_0_4_4_0_5_5_0_4_0_2_0_0_4_0_5_0_2_6_6_0_4_0_7_0_0_5_4_0_7_6_0_7_0_5_0_0_0_6_4_0_3_0_5_0_6_6_4_0_0_0_0_0_4_0_3_6_2_0_0_2_6_0_3_3_0_0_4_2_0_6_0_0_6_0_0_5_4_0_8_4_0
level_93,8,15,120,70,7,8.15.0_7_0_0_0_0_0_0_0_7_0_4_8_0_0_6_7_5_0_6_7_6_4_8_2_8_0_8_6_2_4_2_0_5_0_8_0_7_0_7_5_3_0_0_4_0_0_0_0_0_0_2_8_7_8_0_8_0_0_6_0_0_0_7_2_8_0_0_0_7_7_7_0_0_0_2_3_0_5_4_0_3_2_6_8_6_0_3_0_0_4_4_0_3_5_5_0_0_5_0_6_2_3_0_0_3_6_4_4_6_0_5_0_6_2_6_7_2_8_2
level_94,8,15,120,70,8,8.15.9_0_0_0_0_9_0_0_7_9_2_7_7_0_0_7_0_0_4_8_6_0_0_2_6_0_0_0_0_0_2_7_4_0_0_5_7_9_5_0_6_0_6_7_0_6_0_2_5_0_0_0_4_2_3_7_3_0_4_0_9_6_7_3_5_0_9_0_0_2_9_3_3_0_0_0_2_3_0_0_9_0_0_4_2_2_0_0_0_0_5_0_5_2_0_7_6_0_4_6_0_4_0_0_8_0_9_3_0_0_8_9_0_0_0_4_3_0_4_0
level_95,8,15,120,70,8,8.15.0_5_9_7_6_0_0_0_4_0_0_6_5_5_9_0_6_8_0_8_0_8_0_0_6_5_0_8_9_0_0_0_0_4_6_3_5_0_7_0_4_0_0_0_0_0_0_5_5_6_2_2_0_0_0_7_3_3_0_7_0_5_3_9_6_4_3_9_0_4_7_0_7_2_0_7_0_0_0_5_9_0_0_5_0_9_4_2_3_6_3_0_0_3_0_3_6_0_0_0_0_0_0_0_9_0_5_9_8_7_2_0_0_0_3_2_0_0_0_0
level_96,8,15,120,70,8,8.15.7_9_0_9_2_5_0_0_2_7_5_2_0_3_0_0_0_5_0_2_9_0_0_0_5_5_0_0_0_2_3_0_0_8_9_0_7_2_9_0_2_6_6_0_0_0_8_0_0_9_6_4_0_3_2_0_6_4_0_0_7_6_5_0_7_8_8_0_8_7_5_0_0_5_5_7_6_2_2_0_8_8_9_0_8_0_0_0_8_0_3_5_6_0_0_0_4_0_2_0_0_0_6_4_0_0_0_0_0_0_9_0_0_0_0_8_2_0_0_9
level_97,8,15,120,70,8,8.15.7_0_0_9_0_0_4_0_0_4_8_0_0_0_7_0_8_9_0_0_0_0_0_0_0_0_0_7_8_0_4_0_0_0_8_8_0_6_9_0_0_7_4_5_0_9_2_5_0_8_6_0_0_0_6_0_0_6_8_0_7_0_6_5_0_7_0_9_0_4_0_3_0_0_3_0_6_8_0_5_0_2_3_0_3_8_6_7_0_0_0_3_8_8_7_0_0_2_3_0_3_9_5_2_0_3_6_3_2_8_2_3_0_9_0_0_4_9_4_0
level_98,8,15,120,80,8,8.15.3_5_4_6_5_0_0_0_9_0_0_2_0_0_0_2_2_0_2_0_0_6_6_2_3_8_7_8_0_9_0_6_0_7_2_0_0_2_4_3_0_0_5_9_0_9_6_0_4_8_0_4_0_3_6_8_9_9_2_5_0_0_3_4_8_4_2_4_0_5_3_4_7_0_0_0_0_5_4_2_4_4_0_5_5_4_2_8_3_3_0_7_8_5_7_5_5_3_0_4_7_2_0_6_0_0_0_7_5_9_8_3_0_7_8_5_7_0_0_0
level_99,8,15,120,80,8,8.15.3_0_9_4_0_5_0_0_8_9_5_7_0_0_0_0_3_9_9_3_0_9_7_7_0_5_5_8_0_6_0_2_2_3_0_5_0_2_7_2_5_6_9_6_0_9_2_9_0_2_4_9_0_0_6_4_8_0_0_0_0_5_5_9_0_0_0_3_8_7_4_9_0_9_9_5_3_2_0_0_0_8_6_2_0_0_8_7_0_5_8_7_8_0_3_6_0_2_9_2_8_7_9_3_0_0_8_4_6_7_9_9_0_0_3_7_4_6_0_0
